ID,TIPO,INST,CALLE,NUMERO,REF,COLONIA,CP,OBS,ALCALDIA,OID
317,TIENDAS DE AUTOSERVICIO,"GIGANTE , S.A. DE C.V.",Calz.. Vallejo,1361,Esq. Uranio,Nueva Industrial Vallejo,7700,Actualmente es TIENDA DEPARTAMENTAL Interceramic,Gustavo A. Madero,317
318,TIENDAS DE AUTOSERVICIO,"GIGANTE, S.A. DE C.V.",Calz. de Guadalupe,192,Entre schumann y Clave,Vallejo,7870,Actualmente es Soriana Híper La Villa,Gustavo A. Madero,318
319,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. Instituto Politécnico Nacional,1787,Desconocido,Lindavista,7300,Desconocido,Gustavo A. Madero,319
320,TIENDAS DE AUTOSERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Prol. Cádiz,42,Esq. Sn. Juan de Aragón,Héroes de Chapultepec,7939,Desconocido,Gustavo A. Madero,320
321,TIENDAS DE AUTOSERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. José Loreto Fabela,55,Entre Av. 510 e Ignacio Allende,Sn. Juan de Aragón,7950,Desconocido,Gustavo A. Madero,321
322,CENTRO Y PLAZA COMERCIAL,Plaza Vallejo,Calz Vallejo Eje 1 Pte,1111,Desconocido,Nueva Inustria Vallejo,7771,Desconocido,Gustavo A. Madero,322
323,CENTRO Y PLAZA COMERCIAL,Plaza Vista Norte,Acueducto,60 lote b,Desconocido,Zacatenco,7369,Desconocido,Gustavo A. Madero,323
324,CENTRO Y PLAZA COMERCIAL,Plaza Pabellon,Callao,150,Desconocido,Lindavista norte,7300,Desconocido,Gustavo A. Madero,324
325,CENTRO Y PLAZA COMERCIAL,Parque Lindavista,Colector 13,280,Desconocido,Magdalena de las Salinas,7760,Desconocido,Gustavo A. Madero,325
326,CENTRO Y PLAZA COMERCIAL,Parque Lindavista 2do lote,Ave. Rio Bamba,589,Desconocido,Magdalena de las Salinas,7760,Desconocido,Gustavo A. Madero,326
327,CENTRO Y PLAZA COMERCIAL,Encuentro Fortuna,Av. Fortuna (eje 4 norte),334,Desconocido,Magdalena de las Salinas,7760,Hay un Chedraui selecto,Gustavo A. Madero,327
328,CENTRO Y PLAZA COMERCIAL,Plaza del Peregrino,Eje 5 norte San Juan de Aragón,s/n,Desconocido,Villa Gustavo A. Madero,7050,Desconocido,Gustavo A. Madero,328
329,CENTRO Y PLAZA COMERCIAL,La Villita,Fray Juan de Zumarraga,31,Desconocido,Villa Gustavo A. Madero,7050,Mercado de artesanías,Gustavo A. Madero,329
330,CENTRO Y PLAZA COMERCIAL,Plaza Misterios,Rio Consulado,1688,Desconocido,Vallejo,7870,Desconocido,Gustavo A. Madero,330
331,CENTRO Y PLAZA COMERCIAL,Plaza Aragón,Ejej 5 nte Calz Sn Juan de Aragón,516,Desconocido,D M Nacional,Desconocido,Hay una TIENDA DE AUTOSERVICIO Walmart,Gustavo A. Madero,331
332,CENTRO Y PLAZA COMERCIAL,Plaza San Juan,Av. Sn Juan de Aragón,259,Desconocido,Granjas Modernas,7460,Hay una TIENDA DE AUTOSERVICIO Bodega Aurrera,Gustavo A. Madero,332
333,CENTRO Y PLAZA COMERCIAL,Mercado Pradera,Volcál Malinche,s/n,Desconocido,La Pradera,7500,Desconocido,Gustavo A. Madero,333
334,TIENDAS DE AUTOSERVICIO,Supercito Chedraui,Av. Francisco Morazan,6,Desconocido,Pradera 1ra Sección,7509,Desconocido,Gustavo A. Madero,334
335,CENTRO Y PLAZA COMERCIAL,Mercado Sn Juan de Aragón VI,Av. 414-A,s/n,Desconocido,Sn Juan de Aragón Sección VI,7918,Desconocido,Gustavo A. Madero,335
336,CENTRO Y PLAZA COMERCIAL,Pabellón Lindavista,Prol. Escuadrón 201,200,Desconocido,La Purisima,7320,Desconocido,Gustavo A. Madero,336
337,CENTRO Y PLAZA COMERCIAL,Punto Basílica,Calz. Sn Juan de Aragón (eje 5 nte),135,Desconocido,Villa Gustavo A. Madero,7050,Desconocido,Gustavo A. Madero,337
338,CENTRO Y PLAZA COMERCIAL,Commercium Molina,Fray Toribio de Benavente,165,Desconocido,Vasco de Quiroga,7440,Desconocido,Gustavo A. Madero,338
339,CENTRO Y PLAZA COMERCIAL,Centro Comercial Puerta Aragón,Constitución de la república,188,Desconocido,La Pradera,7500,En construcción,Gustavo A. Madero,339
340,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Av Francisco Villa,l28,Desconocido,Cuautepec Barrio Alto,7100,Desconocido,Gustavo A. Madero,340
341,TIENDAS DEPARTAMENTALES,Coppel,Ángel Brioso Vasconcelos,29,Desconocido,Palmatitla,7170,Desconocido,Gustavo A. Madero,341
342,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Av Cuautepec Z 6,mz 176 lt 34,Desconocido,Jorge Negrete,7280,Desconocido,Gustavo A. Madero,342
343,CENTRO Y PLAZA COMERCIAL,Plaza La Raza,Vallejo,275,Desconocido,Vallejo Poniente,7790,Desconocido,Gustavo A. Madero,343
344,CENTRO Y PLAZA COMERCIAL,Plaza Vista Hermosa,Noche de paz,49,Desconocido,Lomas de Vista Hermosa,5100,Desconocido,Cuajimalpa,344
345,TIENDAS DE AUTOSERVICIO,Superama,Noche de paz,38,Desconocido,Lomas de Vista Hermosa,5100,Desconocido,Cuajimalpa,345
346,CENTRO Y PLAZA COMERCIAL,Mercado Rosa Torres,San Jose de los Cedros,s/n/,Desconocido,San Jose de los Cedros,5200,Desconocido,Cuajimalpa,346
347,TIENDAS DE AUTOSERVICIO,Chedraui,Av. Jose Ma. Castorena,318,Desconocido,Jesus del Monte,5260,También hay un Copper,Cuajimalpa,347
348,TIENDAS DE AUTOSERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",José María Castorena,84,Desconocido,Jesus Del Monte,5260,Actualmente CENTRO Y PLAZA COMERC Plaza Cuajimalpa,Cuajimalpa,348
349,CENTRO Y PLAZA COMERCIAL,Plaza Cuajimalpa,Jose Ma. Castorena,425,Desconocido,Cuajimalpa,5000,Desconocido,Cuajimalpa,349
350,CENTRO Y PLAZA COMERCIAL,Plaza La Noria,Prol. Bosque de la Reforma,1433,Desconocido,Bosques de las Lomas,5120,Desconocido,Cuajimalpa,350
351,CENTRO Y PLAZA COMERCIAL,Paseo Arcos Bosques,Paseo de los Tamarindos,mz 32 lotes 34,Desconocido,Bosques de las Lomas,5120,Desconocido,Cuajimalpa,351
352,CENTRO COMERCIAL,CONJUNTO GALERIA REFORMA,Carr. México-Toluca,1725 Admon.,Esq. Paseo de las Lilas y Paseo de las Granjas,Cooperativa Palo Alto,5110,Desconocido,Cuajimalpa,352
353,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Carr. México-Toluca,1725 Admon.,Esq. Paseo de las Lilas y Paseo de las Granjas,Cooperativa Palo Alto,5110,Es parte de Galerías Reforma,Cuajimalpa,353
354,CENTRO Y PLAZA COMERCIAL,Pabellón Bosques,Prol. Bosque de la Reforma,1813,Desconocido,Lomas de Vista Hermosa,5100,Desconocido,Cuajimalpa,354
355,CENTRO COMERCIAL,"ACEF,S.A. DE C.V.",Lomas Florida,32,Plaza Sta. Fé,Lomas de Vista Hermosa,5100,Desconocido,Cuajimalpa,355
356,CENTRO COMERCIAL,"ACFE,S.A. DE C.V.",Av. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Antigua Mina Totoloapa,5210,Actualmente es Liverpool Corporativo I,Cuajimalpa,356
357,TIENDAS DEPARTAMENTALES,PUERTO DE LIVERPOOL,Prol. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Sta. Fé,5210,Es parte de Centro Comercial Santa Fe,Cuajimalpa,357
358,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Prol. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Sta. Fé,5210,Es parte de Centro Comercial Santa Fe,Cuajimalpa,358
359,CENTRO COMERCIAL,CENTRO COMERCIAL SANTA FE,Prol. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Sta. Fé,5210,Desconocido,Cuajimalpa,359
360,TIENDAS DEPARTAMENTALES,SEARS,Prol. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Sta. Fé,5210,Es parte de Centro Comercial Santa Fe,Cuajimalpa,360
361,TIENDAS DEPARTAMENTALES,"EL PALACIO DE HIERRO, S.A. DE C.V.",Prol. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Sta. Fé,5210,Es parte de Centro Comercial Santa Fe,Cuajimalpa,361
362,CENTRO Y PLAZA COMERCIAL,City Walk,Av. Santa Fe,482,Desconocido,Santa Fe Cuajimalpa,5300,Desconocido,Cuajimalpa,362
363,TIENDAS DE AUTOSERVICIO,SAMS CLUB,Tamaulipas,3000,Aut. México-Toluca,La Rosita,5340,También hay un Superama,Cuajimalpa,363
364,CENTRO Y PLAZA COMERCIAL,Plaza Vista Hermosa,Noche de paz,14,Desconocido,Lomas de Vista Hermosa,5100,Desconocido,Cuajimalpa,364
365,CENTRO Y PLAZA COMERCIAL,Plaza José María Castorena,José M. Castorena,232,Desconocido,Cuajimalpa,5000,Desconocido,Cuajimalpa,365
366,CENTRO Y PLAZA COMERCIAL,Plaza Cedros,Carretera México-Toluca,5780,Desconocido,Abdias Garcia Soto,5530,Desconocido,Cuajimalpa,366
367,CENTRO Y PLAZA COMERCIAL,Plaza Juárez,Av. Juárez,21,Desconocido,Cuajimalpa,5000,Desconocido,Cuajimalpa,367
368,CENTRO Y PLAZA COMERCIAL,Plaza El Contadero,Carretera México Toluca,5938,Desconocido,Contadero,5500,Desconocido,Cuajimalpa,368
369,CENTRO Y PLAZA COMERCIAL,Mercado El Contadero,Prol. 16 de septiembre,s/n,Desconocido,Contadero,5500,Desconocido,Cuajimalpa,369
370,TIENDAS DE AUTOSERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Calz. Ignacio Zaragoza,172,Entre Calle 5 y 6,Pantitlán,8100,Desconocido,Iztacalco,370
371,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Calle 7,28,Esq. Ignacio Zaragoza,Agricola  Pantitlán,8100,Elektra,Iztacalco,371
372,TIENDAS DE AUTOSERVICIO,ISSSTETIENDAS,Coruña,Desconocido,Esq. Sur 65-A,Viaducto Piedad,8200,Desconocido,Iztacalco,372
373,TIENDAS DE AUTOSERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. Río Churubusco,1130,Esq. Canal Apatlaco,INFONAVIT Iztacalco,8900,Actualmente CENTRO Y PLAZA COMERC Plaza Churubusco,Iztacalco,373
374,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Río de Churubusco,1540,Esq. Tezontle,Mujeres Ilustres,8029,Desconocido,Iztacalco,374
375,CENTRO Y PLAZA COMERCIAL,Mercado de Apatlaco,Ave. Canal de Apatlaco,206,Desconocido,Campamento 2 de octubre,8930,Desconocido,Iztacalco,375
376,CENTRO Y PLAZA COMERCIAL,Plaza Tezontle Cristal,Ave. Canal de Tezontle,840,Desconocido,Gabriel Ramos Millan,8020,Desconocido,Iztacalco,376
377,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Calle Centeno,823,Desconocido,Granjas México,8400,Desconocido,Iztacalco,377
378,CENTRO Y PLAZA COMERCIAL,Plaza Unión,Ave. Unión,s/n,Desconocido,Agrícola Pantitlan,8100,Desconocido,Iztacalco,378
379,CENTRO Y PLAZA COMERCIAL,Mercado José López Portillo,Calle uno,s/n,Desconocido,Agrícola Pantitlan,8100,Desconocido,Iztacalco,379
380,TIENDAS DE AUTOSERVICIO,Soriana Pantitlan,Calz. Ignacio Zaragoza,1026,Desconocido,Agrícola Pantitlan,8100,Desconocido,Iztacalco,380
381,CENTRO Y PLAZA COMERCIAL,La Plazuela,Eje 5 ote Javier Rojo Gomez,38,Desconocido,Agrícola Oriental,8500,Desconocido,Iztacalco,381
382,CENTRO Y PLAZA COMERCIAL,Mi Mercado Santa Anita,Eje 1 ote. Ave. Andres Molina Enriquez,s/n,Desconocido,Nueva Santa Anita,8210,Desconocido,Iztacalco,382
383,CENTRO Y PLAZA COMERCIAL,Mi Mercado Tlacotal,Calle oriente 100,s/n,Desconocido,Gabriel Ramos Millan,8730,Desconocido,Iztacalco,383
384,CENTRO Y PLAZA COMERCIAL,Mi Mercado Juventino Rosas,Calle sur 117,s/n,Desconocido,Juventino Rosas,8700,Desconocido,Iztacalco,384
385,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Calle Oriental 253,A 1075,Desconocido,Agrícola Oriental,8500,Desconocido,Iztacalco,385
386,TIENDAS DE AUTOSERVICIO,Chedraui,Calz Ignacio Zaragoza,846 Fracc-I,Desconocido,Agrícola Pantitlán,8100,Desconocido,Iztacalco,386
387,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Av. Guadalupe,39,Desconocido,Agrícola Pantitlán,8100,Desconocido,Iztacalco,387
388,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Calle seis,350,Desconocido,Agrícola Pantitlán,8100,Desconocido,Iztacalco,388
389,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Circuito Interior Rio Churubusco,755,Desconocido,Infonavit Iztacalco,8900,Desconocido,Iztacalco,389
390,CENTRO Y PLAZA COMERCIAL,Soriana,Calz de la Viga,672,Desconocido,Zapotla,8610,Desconocido,Iztacalco,390
391,TIENDAS DE AUTOSERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Calz. de la Viga,136,Entre Cjon. Cuitláhuac y Av. Del Taller,Lorenzo Boturini,15820,También hay un Walmart,Cuauhtémoc,391
392,TIENDAS DE AUTOSERVICIO,BODEGA GIGANTE,Calz. Ignacio Zaragoza,270,Esq. Blvr. Puerto Aereo Saliendo del Metro Aeropuerto,Moctezuma,15500,Actualmente CENTRO Y PLAZA COMERCIAL Plaza Aeropue,Venustiano Carranza,392
393,TIENDAS DE AUTOSERVICIO,"GIGANTE, S.A. DE C.V.",Av. Río deConsulado,2355,Entre Coronas y Dinares,Simón Bolivar,15410,Actualmente es TIENDA DE AUTOSERVICIO Soriana Hipe,Venustiano Carranza,393
394,TIENDAS DE AUTOSERVICIO,ISSSTETIENDAS,Peluqueros,311,Entre Orfebrería y Tizayuca,Michoacana,15240,Desconocido,Venustiano Carranza,394
395,TIENDAS DE AUTOSERVICIO,"TIENDA SINDICAL ASPA DE MÉXICO,A.C.",Fundidora Monterrey,97,Desconocido,Peñon de los Baños,15520,Actualmente hay departamentos,Venustiano Carranza,395
396,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Blvr. Puerto Aéreo,123,SALIENDO DEL METRO BLVR. PUERTO AEREO,Industrial Puerto Aereo,15710,Desconocido,Venustiano Carranza,396
397,PLAZAS COMERCIALES,"AEROTIANGUIS,S.A.DE C.V.",Av. Fuerza Mexicana,41,Esq. Secretaria del Trabajo,Cuatro Arboles,15730,Desconocido,Venustiano Carranza,397
398,TIENDAS DE AUTOSERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Calz. Ignacio Zaragoza,58,Esq. Asistencia Pública,Industrial Puerto Aereo,15710,Actualmente es TIENDA DE AUTOSERVICIO Walmart,Venustiano Carranza,398
399,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Calz. Igancio Zaragoza,288,Esq. Blvr. Puerto Aereo,Industrial Puerto Aereo,15710,También hay una TIENDA DE AUTOSERVICIO Walmart,Venustiano Carranza,399
